iter	Logloss
224	0.3562992163
225	0.3556155489
226	0.3551107039
227	0.35446515
228	0.3538190273
229	0.3532641227
230	0.352848923
231	0.3524984393
232	0.3516671699
233	0.3514730889
234	0.3511802941
235	0.3505358445
236	0.3500324718
237	0.3494544448
238	0.3489550875
239	0.348547283
240	0.3480563247
241	0.3474645447
242	0.3469183403
243	0.346245749
244	0.3455832967
245	0.3453093077
246	0.3446443123
247	0.3440069232
248	0.3434744718
249	0.3428135587
250	0.3425057394
251	0.342168808
252	0.3416814971
253	0.3413336235
254	0.34068643
255	0.3403492308
256	0.3398558299
257	0.3394059968
258	0.3387591044
259	0.3382853792
260	0.3379442315
261	0.3373875534
262	0.3370720044
263	0.3366584778
264	0.3363122104
265	0.3358433372
266	0.3352810374
267	0.3348407745
268	0.3343793635
269	0.3339165805
270	0.333269387
271	0.3329124451
272	0.3328867461
273	0.332356637
274	0.3321057704
275	0.3317012452
276	0.3312045984
277	0.3306857996
278	0.3303198898
279	0.3297316233
280	0.3291852851
281	0.3286953976
282	0.3283708137
283	0.3275967983
284	0.3271721288
285	0.326671868
286	0.3262846428
287	0.3260132974
288	0.3255652043
289	0.3251258783
290	0.3248997404
291	0.3244876192
292	0.3240976166
293	0.3234644438
294	0.3230847141
295	0.3227879708
296	0.3222762995
297	0.321814788
298	0.3213185427
299	0.3208142665
300	0.3205941853
301	0.320219408
302	0.3199895558
303	0.3195837924
304	0.3189180608
305	0.3183914653
306	0.3178913384
307	0.3174844708
308	0.3170462826
309	0.316776376
310	0.3165077745
311	0.3162070826
312	0.3156999287
313	0.31536544
314	0.3151097549
315	0.3146563078
316	0.3142867841
317	0.3139152192
318	0.3137009604
319	0.3134369432
320	0.3129467881
321	0.3127773352
322	0.3123025058
323	0.3117240772
324	0.3113161723
325	0.3109755265
326	0.3105903425
327	0.3102058946
328	0.3098610995
329	0.3095231642
330	0.3092842437
331	0.3089589236
332	0.3087536327
333	0.3081910317
334	0.3078769215
335	0.3075191766
336	0.3068849329
337	0.3065552293
338	0.3062991092
339	0.3059803478
340	0.3056674757
341	0.3054964501
342	0.3050175717
343	0.3046473453
344	0.3041374809
345	0.3038411726
346	0.3035226788
347	0.3031835723
348	0.3026499497
349	0.3023849621
350	0.3020611813
351	0.3017229448
352	0.3012629726
353	0.3009413334
354	0.3006467317
355	0.3002854063
356	0.2998294496
357	0.2994856918
358	0.2993983219
359	0.2991488607
360	0.298790413
361	0.2986486335
362	0.2983718337
363	0.2981558683
364	0.297891416
365	0.2975041574
366	0.2968585366
367	0.2964730514
368	0.2959265123
369	0.2954567022
370	0.2949924804
371	0.2946810471
372	0.2944740496
373	0.2942030388
374	0.2937226546
375	0.2933670178
376	0.292959414
377	0.292602171
378	0.2922162173
379	0.2919840896
380	0.2914106804
381	0.291182267
382	0.2905569913
383	0.2902583741
384	0.2898093776
385	0.2894556146
386	0.2890718025
387	0.2886636968
388	0.2884251779
389	0.2879381347
390	0.2876241584
391	0.2873608104
392	0.2869900151
393	0.2868196922
394	0.2863670148
395	0.2859746699
396	0.2855035882
397	0.2852817
398	0.2847721033
399	0.2844863691
400	0.2839888857
401	0.2837130898
402	0.283337409
403	0.2830174095
404	0.2825441862
405	0.2824015701
406	0.2820014619
407	0.2817310869
408	0.2814985242
409	0.2812177424
410	0.2807955156
411	0.2803438421
412	0.2801308214
413	0.2798093495
414	0.2794357099
415	0.2791797906
416	0.2789512935
417	0.2786310096
418	0.2782860973
419	0.2780925015
420	0.2777710797
421	0.2775891789
422	0.2773406882
423	0.2770847019
424	0.2767263044
425	0.2764434814
426	0.2762240192
427	0.2760066484
428	0.2757439697
429	0.2753807871
430	0.2749984139
431	0.2748827683
432	0.2746768416
433	0.2743185278
434	0.2740356378
435	0.2737631881
436	0.2735481597
437	0.2733904521
438	0.2730684113
439	0.2728365513
440	0.2725213536
441	0.2722491381
442	0.2721290588
443	0.2718999093
444	0.271565705
445	0.2712945771
446	0.2710313128
447	0.2706292136
448	0.2702313139
449	0.2699246658
450	0.2696172145
451	0.2693505873
452	0.2691732373
453	0.2689501779
454	0.2686878673
455	0.2685132947
456	0.2681870377
457	0.2679515303
458	0.2674664614
459	0.2671391504
460	0.2667972832
461	0.2665865714
462	0.2664133708
463	0.2658576631
464	0.2654215662
465	0.2651660484
466	0.2647020273
467	0.2643674549
468	0.2641532463
469	0.2638507642
470	0.2635077092
471	0.2633243695
472	0.2630173533
473	0.2627481661
474	0.2625582846
475	0.2621590129
476	0.2619516306
477	0.2614994886
478	0.261363247
479	0.2612522192
480	0.2609725751
481	0.2606145457
482	0.2603717938
483	0.2600948936
484	0.2599127251
485	0.2598083898
486	0.2596219715
487	0.2593858451
488	0.2591993432
489	0.2588859525
490	0.2586644491
491	0.2585249114
492	0.2580934826
493	0.2578815661
494	0.2576921028
495	0.2575967856
496	0.2573943054
497	0.2571773027
498	0.256902862
499	0.2565703476
500	0.256303988
501	0.2561110112
502	0.2559327912
503	0.2557287383
504	0.2553243972
505	0.255012278
506	0.2546536797
507	0.2543800086
508	0.2541681256
509	0.253842655
510	0.2535809132
511	0.2531433273
512	0.2529239487
513	0.252501036
514	0.2524281385
515	0.2521366655
516	0.2518379814
517	0.2516860293
518	0.2515814597
519	0.2512816379
520	0.250863092
521	0.2506324701
522	0.2504252718
523	0.2501541606
524	0.249920226
525	0.249601682
526	0.2493396893
527	0.2490214465
528	0.2487502349
529	0.2484656049
530	0.2481872157
531	0.2477661099
532	0.2475248805
533	0.2474318053
534	0.2471969839
535	0.2469237813
536	0.2466212825
537	0.2463980223
538	0.2461069174
539	0.2458425823
540	0.245623622
541	0.2454082757
542	0.2452175073
543	0.2449845766
544	0.2446555757
545	0.2443166365
546	0.2439714064
547	0.2434570246
548	0.2432317901
549	0.2428126921
550	0.242589984
551	0.2424044693
552	0.2420321013
553	0.2416659573
554	0.2413442846
555	0.2410972662
556	0.240776999
557	0.2405466615
558	0.2402077725
559	0.2399683166
560	0.239616026
561	0.2392681523
562	0.239082236
563	0.2389269042
564	0.2386991267
565	0.2385816909
566	0.2382346203
567	0.2380499923
568	0.237878264
569	0.237536765
570	0.2373072306
571	0.2369894228
572	0.2367649748
573	0.2365323786
574	0.2363300323
575	0.2361387788
576	0.2360168926
577	0.2358113674
578	0.2354368913
579	0.2351248557
580	0.2350175088
581	0.2347469999
582	0.2345062055
583	0.2342771062
584	0.2340745759
585	0.2338038997
586	0.2334242536
587	0.2329535401
588	0.2328566166
589	0.2326357992
590	0.2323452464
591	0.2320395687
592	0.2318169945
593	0.2316822253
594	0.2314356084
595	0.2311087659
596	0.2308474424
597	0.230703906
598	0.2302803408
599	0.2300915969
600	0.2299096626
601	0.2295079315
602	0.2292368705
603	0.2290065665
604	0.2285935251
605	0.2284018533
606	0.2281220754
607	0.2279747076
608	0.2278325767
609	0.227488066
610	0.227247372
611	0.2269373777
612	0.2266480463
613	0.2263222243
614	0.2260697013
615	0.2258689947
616	0.2255535126
617	0.2254156815
618	0.2251480504
619	0.2249325869
620	0.2248315309
621	0.2246125037
622	0.2244652531
623	0.2241357669
624	0.2239254734
625	0.2237400925
626	0.2232865116
627	0.2228894819
628	0.2227330626
629	0.2222833968
630	0.2220429203
631	0.2217913176
632	0.2215671539
633	0.2213422039
634	0.2210668765
635	0.2209426144
636	0.2206350962
637	0.2203463839
638	0.220226338
639	0.220098964
640	0.2197993764
641	0.2195409139
642	0.2191708883
643	0.2189926683
644	0.2187808689
645	0.2185324619
646	0.2183970903
647	0.2181230177
648	0.2178936674
649	0.2176753931
650	0.2175944479
651	0.2173672726
652	0.217206955
653	0.2169692391
654	0.216715796
655	0.216573665
656	0.2163969341
657	0.2161341383
658	0.215959984
659	0.2157909326
660	0.2154631029
661	0.21527287
662	0.2150315736
663	0.2147730944
664	0.2146071384
665	0.2144202517
666	0.2142137059
667	0.2140586753
668	0.2137561095
669	0.2136005268
670	0.2133541107
671	0.2130210107
672	0.2127835792
673	0.2125039017
674	0.2123370923
675	0.2121451696
676	0.2117484411
677	0.2115649006
678	0.2113809753
679	0.2111502028
680	0.2109415489
681	0.210859466
682	0.2106319561
683	0.2105503082
684	0.2103479452
685	0.2101390571
686	0.2099367108
687	0.2097135343
688	0.2095345614
689	0.2093109499
690	0.209147102
691	0.2089574713
692	0.2086320509
693	0.2084687216
694	0.2082545464
695	0.2081593463
696	0.2079370398
697	0.2078803882
698	0.2075983014
699	0.2073973606
700	0.2071372919
701	0.2070061868
702	0.2067373175
703	0.2065052902
704	0.2062631574
705	0.2060757855
706	0.2058528766
707	0.2055893948
708	0.2054918858
709	0.2052836334
710	0.2049949546
711	0.2048634312
712	0.2045349155
713	0.2040698737
714	0.2039555834
715	0.20385953
716	0.2035987586
717	0.2033144633
718	0.2031646193
719	0.2029890261
720	0.2028621874
721	0.2027193203
722	0.2024840305
723	0.202428115
724	0.2023078517
725	0.2021905665
726	0.2019841378
727	0.2017314476
728	0.2015275453
729	0.2014536607
730	0.2011705365
731	0.2010173296
732	0.2007870089
733	0.2005502299
734	0.2003680447
735	0.200168275
736	0.1999074032
737	0.1997209515
738	0.199632377
739	0.1993598269
740	0.199318936
741	0.1990997415
742	0.1989291007
743	0.1987854472
744	0.1986663885
745	0.1983828628
746	0.1980784567
747	0.1978746046
748	0.1977102045
749	0.1974454512
750	0.1972311589
751	0.1971219381
752	0.1968995814
753	0.1966213427
754	0.1963803141
755	0.1962347198
756	0.1961462623
757	0.1960142203
758	0.1957648428
759	0.1956619296
760	0.1955189789
761	0.1952738846
762	0.1949424911
763	0.1947648232
764	0.1945806972
765	0.1942299458
766	0.1941011161
767	0.193827696
768	0.1936563191
769	0.1933774112
770	0.1930952574
771	0.1928692868
772	0.1928008565
773	0.1925768601
774	0.1923071209
775	0.1918490895
776	0.1915866785
777	0.191435931
778	0.1914097803
779	0.1911278775
780	0.190933696
781	0.1907338929
782	0.1906312641
783	0.1905143303
784	0.1904842644
785	0.1903592327
786	0.1903318773
787	0.190250815
788	0.1900777649
789	0.1900362048
790	0.1897810551
791	0.1895514036
792	0.1893659224
793	0.1892196254
794	0.1887759493
795	0.1885452605
796	0.1882590076
797	0.1880486472
798	0.187771747
799	0.1875559824
800	0.1874949807
801	0.1872338077
802	0.1869739064
803	0.1868733858
804	0.18671183
805	0.1866078293
806	0.1863632202
807	0.1861241157
808	0.1857569343
809	0.1856312668
810	0.1854438614
811	0.1851693873
812	0.1849899961
813	0.1848975734
814	0.1847029903
815	0.1844912746
816	0.1841720113
817	0.1840641624
818	0.1838507067
819	0.183748262
820	0.1836644223
821	0.1835665285
822	0.1833495926
823	0.1831020891
824	0.1828177268
825	0.182672417
826	0.1824142891
827	0.1823986455
828	0.1822528504
829	0.1819687894
830	0.1818466856
831	0.1816906176
832	0.1815475999
833	0.1814351667
834	0.1811576977
835	0.1810561398
836	0.181007653
837	0.1807361737
838	0.1807092365
839	0.1804709184
840	0.1803299084
841	0.1801998406
842	0.1800880098
843	0.179929566
844	0.1798209809
845	0.1797847748
846	0.1796601781
847	0.1795079081
848	0.1793219248
849	0.1790127336
850	0.1788017541
851	0.1785719018
852	0.1783191949
853	0.1780600966
854	0.1779421087
855	0.1776637027
856	0.1775887473
857	0.1774525559
858	0.1771249604
859	0.176850436
860	0.1766065966
861	0.1764468812
862	0.1762896421
863	0.1760582171
864	0.1759145469
865	0.1757383179
866	0.1754726945
867	0.1753410875
868	0.175192582
869	0.1751105995
870	0.1749861031
871	0.1748211677
872	0.1745937749
873	0.1744704665
874	0.1742913932
875	0.174146853
876	0.1740057761
877	0.1738119293
878	0.1735988751
879	0.1735801362
880	0.1734057979
881	0.1731124008
882	0.172979221
883	0.1727169606
884	0.1726164901
885	0.1722553655
886	0.172012212
887	0.1719156901
888	0.1718008309
889	0.1715778886
890	0.1714533756
891	0.171188756
892	0.1711023565
893	0.1709247221
894	0.170888265
895	0.1707872759
896	0.1706483406
897	0.1703894431
898	0.170195362
899	0.1699976001
900	0.1698552349
901	0.1695095531
902	0.1692998116
903	0.1691521762
904	0.1690022653
905	0.1688149603
906	0.1685349648
907	0.1683272144
908	0.1681300381
909	0.167755746
910	0.1675177792
911	0.1672715639
912	0.1670810465
913	0.1670617221
914	0.1669840394
915	0.1668012519
916	0.1667721732
917	0.1666351452
918	0.1665321484
919	0.166303735
920	0.1662670771
921	0.1660374424
922	0.1659425434
923	0.1657998938
924	0.1657167736
925	0.1656931158
926	0.1654661078
927	0.1653938293
928	0.1652961697
929	0.1650535182
930	0.1649892372
931	0.1647627312
932	0.1644748721
933	0.1643648315
934	0.1643538893
935	0.1639926308
936	0.1638074507
937	0.1636232744
938	0.1633131797
939	0.1631153843
940	0.1628134376
941	0.1625780306
942	0.1624144169
943	0.1622844495
944	0.1620215198
945	0.1617438835
946	0.1616135815
947	0.1614654775
948	0.1613082886
949	0.1610431337
950	0.1610030961
951	0.1608923862
952	0.1608610822
953	0.1606296071
954	0.1604701092
955	0.160308336
956	0.1601401045
957	0.1598285541
958	0.1596491964
959	0.1595839283
960	0.1594555671
961	0.1594185746
962	0.1593691508
963	0.1591541558
964	0.159073997
965	0.1589926
966	0.1587941688
967	0.1586980318
968	0.1585185904
969	0.15827363
970	0.1582498048
971	0.1581451851
972	0.158020304
973	0.1578000888
974	0.1575786189
975	0.1574631741
976	0.1572725062
977	0.1571033545
978	0.1569078345
979	0.1568925255
980	0.1566713065
981	0.1565760562
982	0.156411539
983	0.1562222933
984	0.1560798779
985	0.1559918052
986	0.1558071438
987	0.1556291413
988	0.155358348
989	0.1552303883
990	0.1551484392
991	0.1549583234
992	0.1547639077
993	0.1545429564
994	0.1544755802
995	0.1543068133
996	0.1539501558
997	0.153924942
998	0.1537374865
999	0.1535069482
